Last name,Latin first name,First name,Middle name,Order,Session I,Session II,Session III,Session IV,Wikipedia,Wikidata,VIAF,Worldcat identities,Find a Grave,Catholic Hierarchy,Selected mention,Status,# wikipedia pages,Country of origin/Country represented,Birth year,Death year,Age at start of council,Age at death,Highest Episcopal Title,Sainthood,Important,Photo no reuse,Photo reuse,Change during council,Memoir on the council,Typo,Credibly accused? (USA only),Humanae Vitae,Ethics Watch,Left priesthood,Notes
Ramirez Dulanto,Iacobus,Santiago,Maria,OP,1,1,1,1,https://en.wikipedia.org/wiki/Santiago_Mar%C3%ADa_Ram%C3%ADrez_Ru%C3%ADz_de_Dulanto,https://www.wikidata.org/wiki/Q113459752,http://viaf.org/viaf/49264791,https://www.worldcat.org/identities/lccn-n85254377/,null,null,Obituary,council,3,Spain,1891,1967,71,76,null,null,null,https://www.filosofia.org/ave/001/a272.htm,null,null,null,yes (missing part of last name),null,null,null,null,
Ramselaar,Antonius,Toon,null,null,1,1,1,1,https://nl.wikipedia.org/wiki/Toon_Ramselaar,https://www.wikidata.org/wiki/Q2178210,http://viaf.org/viaf/212336816,https://worldcat.org/identities/viaf-212336816/,null,null,Biography (article),council,1,Netherlands,1899,1981,63,82,null,null,null,null,https://nl.wikipedia.org/wiki/Toon_Ramselaar#/media/Bestand:Moshe_Dayan_met_mgr._A.C._Ramselaar.jpg,null,null,null,null,null,null,null,"""It was Ramselaar's wish that his grave should bear the words: ""Shalom Israel""."""
Ratzinger,Ioseph,Joseph,null,null,0,1,1,1,https://en.wikipedia.org/wiki/Pope_Benedict_XVI,https://www.wikidata.org/wiki/Q2494,http://viaf.org/viaf/102167198,https://worldcat.org/identities/lccn-n79106175/,n/a,http://www.catholic-hierarchy.org/bishop/bratz.html,Subject of article,council,144,Germany,1927,2022,35,95,Pope,null,yes,null,https://en.wikipedia.org/wiki/Pope_Benedict_XVI#/media/File:BentoXVI-30-10052007.jpg,null,null,null,null,null,null,null,
Rawden,Ioannes,John,Arthur,null,1,1,1,1,null,null,null,null,https://www.findagrave.com/memorial/172675924/john-arthur-rawden,null,Mentioned in article,council,0,USA,1927,2016,35,89,null,null,null,null,null,null,null,null,no,null,null,null,
Regatillo,Eduardus,Eduardo,Fernandez,SJ,1,1,1,1,null,https://www.wikidata.org/wiki/Q88530695,http://viaf.org/viaf/52827588,https://worldcat.org/identities/lccn-no2020142392/,null,null,null,council,0,Spain,1882,1975,80,93,null,null,null,null,null,null,null,null,null,null,null,null,
Reuter,Amandus,P. Amand,null,OMI,1,1,1,1,null,https://www.wikidata.org/wiki/Q113759799,http://viaf.org/viaf/34962298,https://worldcat.org/identities/lccn-no92000633/,null,null,Biography (article),council,0,Germany,1911,1992,51,81,null,null,null,https://bonifatiuskloster.de/verstorbene/p-amand-reuter-omi.html,null,null,null,null,null,null,null,null,
Rigaux,Beda,Beda,null,OFM,0,1,1,1,null,https://www.wikidata.org/wiki/Q55771199,http://viaf.org/viaf/83105825,https://worldcat.org/identities/lccn-n50044173/,null,null,null,council,0,Belgium,1899,1982,63,83,null,null,null,null,null,null,null,null,null,null,null,null,
Righetti,Marius,Mario,null,null,1,1,1,1,https://it.wikipedia.org/wiki/Mario_Righetti,https://www.wikidata.org/wiki/Q3849034,http://viaf.org/viaf/43942912,https://worldcat.org/identities/lccn-no2001006393/,null,null,null,council,1,Italy,1882,1975,80,93,Abbot,null,null,null,https://it.wikipedia.org/wiki/Mario_Righetti#/media/File:Mario_Righetti.JPG,null,null,null,null,null,null,null,
Robitaille,Dionysius,Denis,null,null,1,1,1,1,null,null,null,null,null,null,Subject of article,council,0,Canada,1927,2002,35,75,null,null,null,null,null,null,null,null,null,null,null,null,
Rodhain,Ioannes,Jean,null,null,1,1,1,1,https://fr.wikipedia.org/wiki/Jean_Rodhain,https://www.wikidata.org/wiki/Q3174381,http://viaf.org/viaf/59088652,https://worldcat.org/identities/lccn-n82062785/,null,null,Institute in his name,council,1,France,1900,1977,62,77,null,null,null,null,https://fr.wikipedia.org/wiki/Jean_Rodhain#/media/Fichier:Joseph_Olphe-Galliard_et_Jean_Rodhain.png,null,OCLC: 1040418936,null,null,null,null,null,
Rodriguez,Emmanuel,Manuel,null,null,1,1,1,1,null,null,null,null,null,null,Mentioned in article,council,0,USA,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Romani,Silvius,Silvio,null,null,1,1,1,1,null,null,http://viaf.org/viaf/8941966,https://worldcat.org/identities/viaf-89419666/,null,null,Mentioned in article,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Romita,Florentius,Fiorenzo,null,null,1,1,1,1,null,https://www.wikidata.org/wiki/Q106707391,http://viaf.org/viaf/46353533,https://worldcat.org/identities/lccn-no96018677/,null,null,Mentioned in article,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Roschini,Gabriel,Gabriel,null,OSM,1,1,1,1,https://en.wikipedia.org/wiki/Gabriel_Roschini,https://www.wikidata.org/wiki/Q4272769,http://viaf.org/viaf/77220867,https://worldcat.org/identities/lccn-n88632871/,null,null,Subject of article,council,5,Italy,1900,1977,62,77,null,null,null,http://www.bardstown.com/~brchrys/Father-Gabriel-Roschini.png,null,null,null,null,null,null,null,null,leading mariologist
Rosemeyer,Richardus,Richard,A,null,0,1,1,1,null,null,null,null,https://www.findagrave.com/memorial/89363505/richard-a-rosemeyer,null,Subject of article,council,0,USA,1922,1982,40,60,null,null,null,null,null,null,null,null,no,null,null,null,
Rossi,Ioannes,null,null,null,1,1,1,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Rossi,Ioseph,null,null,null,1,0,0,0,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Rousseau,Ioseph,Joseph,null,OMI,1,1,1,1,null,null,null,null,null,null,Encyclopedia entry,council,0,France,null,null,null,null,null,null,null,null,https://www.wikitree.com/photo.php/thumb/5/5b/Rousseau-1579.png/75px-Rousseau-1579.png,null,null,null,null,null,null,null,
Ryan,Arturus,null,null,null,0,0,0,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Sabattani,Aurelius,Aurelio,null,null,1,1,1,0,https://it.wikipedia.org/wiki/Aurelio_Sabattani,https://www.wikidata.org/wiki/Q775677,http://viaf.org/viaf/63042176,https://worldcat.org/identities/lccn-n86821315/,https://www.findagrave.com/memorial/27650913/aurelio-sabattani,https://www.catholic-hierarchy.org/bishop/bsab.html,null,council,13,Italy,1912,2003,50,91,Cardinal,null,null,null,https://it.wikipedia.org/wiki/Aurelio_Sabattani#/media/File:Aurelio_Sabattani_1965.jpg,appointed bishop,null,null,null,null,null,null,
Sala Balust,Aloisius,Luis,null,Sac OP Dioc,1,1,1,0,null,https://www.wikidata.org/wiki/Q54860692,http://viaf.org/viaf/12333529,https://www.worldcat.org/identities/lccn-nb2002088481/,null,null,null,council,0,Spain,1922,1965,40,43,null,null,null,null,null,died,null,yes (missing part of last name),null,null,null,null,
Salaverri,Ioachim,Joachim,null,SJ,1,1,1,1,null,https://www.wikidata.org/wiki/Q111840313,http://viaf.org/viaf/80708897,https://worldcat.org/identities/viaf-80708897/,null,null,null,council,0,Spain,1892,1979,70,87,null,null,null,null,null,null,null,null,null,null,null,null,
Salmon,Petrus,Pierre,null,OSB,1,1,0,0,null,https://www.wikidata.org/wiki/Q69575851,http://viaf.org/viaf/56642528,https://worldcat.org/identities/lccn-no93004199/,https://www.findagrave.com/memorial/145797527/pierre-salmon,https://www.catholic-hierarchy.org/bishop/bsalmon.html,null,council,0,France,1896,1982,66,86,Bishop,null,null,https://images.findagrave.com/photos250/photos/2020/342/145797527_f92460c7-bb61-432f-ad3f-8210c0008788.png,null,appointed bishop,null,null,null,null,null,null,
Sanchis Alventosa,Ioachim,Joaquin,null,OFM,1,1,1,1,null,null,http://viaf.org/viaf/86530450,https://worldcat.org/identities/lccn-no2013089881/,null,null,null,council,0,Spain,1906,1979,56,73,null,null,null,null,null,null,null,null,null,null,null,null,
Sauras,Armilius,Emilio,null,OP,1,1,1,1,null,https://www.wikidata.org/wiki/Q85824296,http://viaf.org/viaf/86824267,https://www.worldcat.org/identities/lccn-ns2017000911/,null,null,Mentioned in book,council,0,Spain,1908,1991,54,83,null,null,null,null,null,null,null,null,no,null,null,null,
Schauf,Heribertus,Heribert,null,null,1,1,1,1,null,https://www.wikidata.org/wiki/Q85824918,http://viaf.org/viaf/89115551,https://worldcat.org/identities/lccn-n85065345/,null,null,Subject of article,council,0,Germany,1910,1988,52,78,null,null,null,null,null,null,null,null,null,null,null,null,
Schierano,Marius,Mario,null,null,0,0,0,1,https://it.wikipedia.org/wiki/Mario_Schierano,https://www.wikidata.org/wiki/Q3849091,null,null,null,http://www.catholic-hierarchy.org/bishop/bschim.html,Obituary,council,2,Italy,1915,1990,47,75,Bishop,null,null,http://www.ordinariatomilitare.it/wp-content/uploads/sites/2/2020/10/Mons.-Schierano.jpg,null,null,null,null,null,null,null,null,alpine prayer
Schillebeeckx,,Edward,null,OP,null,null,null,null,https://en.wikipedia.org/wiki/Edward_Schillebeeckx,https://www.wikidata.org/wiki/Q353733,http://viaf.org/viaf/61552108,https://worldcat.org/identities/lccn-n78095724/,https://www.findagrave.com/memorial/81844331/edward-schillebeeckx,null,Subject of article,private,27,Belgium,1914,2009,48,95,null,null,yes,null,"https://en.wikipedia.org/wiki/Edward_Schillebeeckx#/media/File:Internationaal_Theologisch_Congres_toekomst_van_de_religie,_religie_van_de_toeko,_Bestanddeelnr_925-4730.jpg",null,9781579921194,null,null,null,unclear,null,
Schmaus,Michael,Michael,null,null,1,1,1,1,https://de.wikipedia.org/wiki/Michael_Schmaus,https://www.wikidata.org/wiki/Q107169,http://viaf.org/viaf/45095249,https://worldcat.org/identities/lccn-n84222662/,null,null,Subject of article,council,6,Germany,1897,1993,65,96,null,null,null,https://cf.katholisch.de/kna_266554_schmaus.jpg,null,null,null,null,null,null,null,null,
Schurmann,Henricus,Heinz,null,null,0,0,0,1,https://de.wikipedia.org/wiki/Heinz_Sch%C3%BCrmann_(Theologe),https://www.wikidata.org/wiki/Q20477299,http://viaf.org/viaf/111485573,https://worldcat.org/identities/lccn-n50003159/,null,null,Subject of article,council,1,Germany,1913,1999,49,86,null,null,null,http://www.sigueme.es/docs/autores/foto-282-a-1325751831.jpg,null,null,null,null,null,null,null,null,
Schwarcz-Eggenhofer,Arturus,Artur,null,null,1,1,1,1,https://hu.wikipedia.org/wiki/Schwarz-Eggenhofer_Art%C3%BAr,https://www.wikidata.org/wiki/Q1286325,null,null,null,null,null,council,1,Austro-Hungary,1890,1969,72,79,null,null,null,null,null,null,null,null,null,null,null,null,
Semmelroth,Otto,Otto,null,SJ,0,0,1,1,https://de.wikipedia.org/wiki/Otto_Semmelroth,https://www.wikidata.org/wiki/Q60934752,http://viaf.org/viaf/50096790,https://worldcat.org/identities/lccn-no95047105/,https://www.findagrave.com/memorial/230227042/otto-semmelroth,null,Subject of article,council,1,Germany,1912,1979,50,67,null,null,null,https://www.latheotokos.it/programmi/DIZIONARI/TEOLOGI_MARIANI/images/Semelroth.jpg,null,null,null,null,null,null,null,null,
Sennot,Robertus,Robert,null,null,1,1,1,1,null,null,null,null,null,null,Obituary,council,0,USA,1912,2000,50,88,null,null,null,null,null,null,null,null,no,null,null,null,
Sessolo,Ioannes,Giovanni,null,null,0,0,0,1,null,null,http://viaf.org/viaf/89433175,https://worldcat.org/identities/viaf-89433175/,null,null,Obituary,council,0,Italy,null,null,null,null,null,null,null,https://www.qdpnews.it/wp-content/uploads/2020/12/padre_sessolo.jpg.webp,null,null,null,null,null,null,null,null,
Seumois,Andreas,Andre,null,OMI,1,1,1,1,null,https://www.wikidata.org/wiki/Q85828410,http://viaf.org/viaf/205360181,https://worldcat.org/identities/lccn-n98042349/,https://www.findagrave.com/memorial/173873121/andr%C3%A9-seumois,null,Biography (book),council,0,Belgium,1917,2000,45,83,null,null,null,null,null,null,null,null,null,null,null,null,
Seumois,Xaverius,Xavier,null,PA,0,1,1,1,null,https://www.wikidata.org/wiki/Q113828351,http://viaf.org/viaf/313279017,https://worldcat.org/identities/viaf-313279017/,null,null,null,council,0,Belgium,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Shea,Georgius,George,W,null,1,1,1,1,null,null,null,null,https://www.findagrave.com/memorial/97220493/george-w-shea,null,Subject of article,council,0,USA,null,1990,null,null,null,null,null,null,https://thecatholicnewsarchive.org/?a=d&d=ca19620614-01.2.10&srpos=11&e=-------en-20--1--txt-txIN-%22george+w.+shea%22-ILLUSTRATION------,null,null,null,no,null,unclear,null,
Shea,Ioannes,null,null,null,0,0,0,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Sheerin,,John B.,B,CSP,null,null,null,null,null,null,http://viaf.org/viaf/165411935,https://www.worldcat.org/identities/lccn-n50022145/,https://www.findagrave.com/memorial/228388382/john-basil-sheerin,null,Mentioned in article,private,0,USA,1906,1992,56,86,null,null,null,https://images.findagrave.com/photos250/photos/2021/163/228388382_baf52fb9-0a01-4f93-bab0-3b863feb5d4a.jpeg,null,null,null,in article,no,obedient on contraception/Humanae Vitae,null,null,
Shook,Laurentius,Laurence ,K,CSB,0,0,0,1,null,https://www.wikidata.org/wiki/Q17181919,http://viaf.org/viaf/44469086,https://worldcat.org/identities/lccn-n84237103/,https://www.findagrave.com/memorial/192070427/laurence-kennedy-shook,null,null,council,0,Canada,1909,1993,53,84,null,null,null,null,null,null,null,null,null,null,null,null,
Siegel,Carolus Augustus,Karl-August,null,null,0,1,1,1,https://de.wikipedia.org/wiki/Karl-August_Siegel,https://www.wikidata.org/wiki/Q1465342,http://viaf.org/viaf/34899603,https://worldcat.org/identities/lccn-no2011114020/,null,https://www.catholic-hierarchy.org/bishop/bsiegel.html,null,council,1,Germany,1916,1990,46,74,Bishop,null,null,null,https://commons.wikimedia.org/wiki/File:Besuch_von_Weihbischof_Karl-August_Siegel_in_der_St._Heinrich-Kirche_in_der_Feldstra%C3%9Fe_(Kiel_69.680).jpg,null,null,null,null,null,null,null,wrote on radio and TV
Sigmond,Raimundus,Raymond,null,OP,1,1,1,1,null,null,http://viaf.org/viaf/291016772,https://worldcat.org/identities/viaf-291016772/,null,null,Mentioned in article,council,0,Hungary,1919,null,43,null,null,null,null,null,null,null,null,null,null,member of the Humanae Vitae commission,null,null,
Sikora,Ladislaus,Ladislaus,null,null,1,1,1,1,null,null,null,null,null,null,Obituary,council,0,USA,1893,1974,69,81,null,null,null,https://www.newspapers.com/clip/57282123/obituary-for-ladislaus-a-sikora-aged/,null,null,null,null,null,null,null,null,
Smulders,Petrus,Pieter,null,SJ,0,1,1,1,null,https://www.wikidata.org/wiki/Q59629601,http://viaf.org/viaf/59161850,https://worldcat.org/identities/lccn-n82106708/,null,null,Encyclopedia entry,council,0,Netherlands,1911,2000,51,89,null,null,null,http://volgconcilie.be/UploadedImages/deelnemers/smulders.jpg,null,null,null,null,null,null,null,null,
Spada,Andreas,Andrea,null,null,1,1,1,1,null,null,http://viaf.org/viaf/57887856,null,null,null,Biography (article),council,0,Italy,1908,2004,54,96,null,null,null,https://storage.ecodibergamo.it/media/old_media/2012/11/cache/416121_874179_SF04000000_14801420_v3_xl_16_9.jpg,null,null,null,null,null,null,null,null,edited the only newspaper the pope read cover to cover
Spallanzani,Caesar,Cesare,null,null,1,1,1,1,null,null,null,null,null,null,Mentioned in article,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Spence,Franciscus,Francis,John,null,1,1,1,1,https://en.wikipedia.org/wiki/Francis_John_Spence,https://www.wikidata.org/wiki/Q518798,null,null,https://www.findagrave.com/memorial/74659276/francis-john-spence,https://www.catholic-hierarchy.org/bishop/bspence.html,null,council,7,Canada,1926,2011,36,85,Bishop,null,null,null,null,null,null,null,null,null,null,null,
Spiazzi,Raimundus,Raimondo  ,null,OP,0,1,1,1,https://en.wikipedia.org/wiki/Raimondo_Spiazzi,https://www.wikidata.org/wiki/Q7284398,http://viaf.org/viaf/34482113,https://worldcat.org/identities/lccn-n79093025/,null,null,null,council,1,Italy,1918,2002,44,84,null,null,null,https://nobility.org/wp-content/uploads/2010/08/father_spiazzi.jpg,null,null,null,null,null,null,null,null,"Mariologist, advisor to Pius XII, punished by John XXIII"
Springhetti,Armilius,Emilio,null,SJ,1,1,1,1,null,https://www.wikidata.org/wiki/Q85832847,http://viaf.org/viaf/34210255,https://worldcat.org/identities/lccn-no2006057877/,null,null,Mentioned in article,council,0,Italy,1913,1976,49,63,null,null,null,null,null,null,null,null,null,null,null,null,
Stack,Ioannes,John,J,null,1,1,1,1,null,null,null,null,null,null,Mentioned in article,council,0,USA,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Stakemeier,Eduardus,Eduard,null,null,1,1,1,1,https://de.wikipedia.org/wiki/Eduard_Stakemeier,https://www.wikidata.org/wiki/Q1290032,http://viaf.org/viaf/66860473,https://worldcat.org/identities/lccn-no2021029813/,null,null,Subject of article,council,1,Germany,1904,1970,58,66,null,null,null,null,null,null,null,null,null,null,null,null,
Stankevicius,Ioseph,Juozapas,null,null,1,1,1,1,https://lt.wikipedia.org/wiki/Juozapas_Stankevi%C4%8Dius,null,null,null,https://www.findagrave.com/memorial/153414976/juozapas-stankevicius,null,Biography (article),council,1,Lithuania,1903,1974,59,71,null,null,null,https://kaunoarkivyskupija.lt/site/files/image/01/valdytojai/j-stankevicius01.jpg,null,null,null,null,null,null,null,null,journalist and newspaper editor
Stano,Caietanus,Gaetano,null,OFM Conventual,1,1,1,1,null,null,http://viaf.org/viaf/163740695,https://worldcat.org/identities/viaf-163740695/,null,null,Subject of article,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Devil's Advocate
Stefanizzi,Antonius,Antonio,null,SJ,1,1,1,1,https://de.wikipedia.org/wiki/Antonio_Stefanizzi,https://www.wikidata.org/wiki/Q89511182,http://viaf.org/viaf/43242272,https://worldcat.org/identities/lccn-n84114097/,null,null,Subject of article,council,2,Italy,1917,2020,45,103,null,null,null,http://www.archivioradiovaticana.va/en/storico/2017/09/files/photo/2017/09/18/RV28299_Articolo.jpg,null,null,null,null,null,null,null,null,Vatican Radio director
Steinmueller,Ioannes,John,E,null,1,1,1,1,null,https://www.wikidata.org/wiki/Q93231611,http://viaf.org/viaf/98332014,https://worldcat.org/identities/lccn-no2005038004/,null,null,Mentioned in article,council,0,USA,1899,1984,63,85,null,null,null,null,null,null,null,null,no,null,null,null,
Stephanou,Pelopida,Pelopidas,null,SJ,1,1,1,1,null,null,http://viaf.org/viaf/11842953,https://worldcat.org/identities/lccn-no00000572/,null,null,null,council,0,France,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Stickler,Alfonsus,Alfons,null,SDB,1,1,1,1,https://en.wikipedia.org/wiki/Alfons_Maria_Stickler,https://www.wikidata.org/wiki/Q112159,http://viaf.org/viaf/109120053/,https://worldcat.org/identities/lccn-n82246527/,https://www.findagrave.com/memorial/26974213/alfons-maria-stickler,https://www.catholic-hierarchy.org/bishop/bstickler.html,null,council,19,Austria,1910,2007,52,97,Cardinal,null,yes,https://images.findagrave.com/photos250/photos/2008/141/26974213_121138062423.jpg,null,null,http://www.latinmassmagazine.com/articles/articles_1999_wi_stickler.html,null,null,null,null,null,source of many famous rumors
Stransky,,Thomas,Francis,CSP,null,null,null,null,null,https://www.wikidata.org/wiki/Q113810502,http://viaf.org/viaf/163633601,https://www.worldcat.org/identities/lccn-n50010930/,https://www.findagrave.com/memorial/205124494/thomas-francis-stransky,null,Mentioned in article,private,0,USA,1930,2019,32,89,null,null,null,https://images.findagrave.com/photos/2019/335/205124494_05b57f68-c484-4eb2-aabb-2714851c8e46.jpeg,null,null,null,null,no,null,null,null,
